description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Unique Reliquary ( 90pts) + Superior Wrist Sword = Unique Wrist Sword	1				100	15	368	90		2	Urq	"7wb,hiq"						useitem				relipts			-90	-90																					"7wb,uni"																																																										0
Unique Reliquary ( 90pts) + Superior War Fist = Unique War Fist	1				100	15	368	90		2	Urq	"7xf,hiq"						useitem				relipts			-90	-90																					"7xf,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Battle Cestus = Unique Battle Cestus	1				100	15	368	90		2	Urq	"7cs,hiq"						useitem				relipts			-90	-90																					"7cs,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Feral Claws = Unique Feral Claws	1				100	15	368	90		2	Urq	"7lw,hiq"						useitem				relipts			-90	-90																					"7lw,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Runic Talons = Unique Runic Talons	1				100	15	368	90		2	Urq	"7tw,hiq"						useitem				relipts			-90	-90																					"7tw,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Scissors Suwayyah = Unique Scissors Suwayyah	1				100	15	368	90		2	Urq	"7qr,hiq"						useitem				relipts			-90	-90																					"7qr,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Tomahawk = Unique Tomahawk	1				100	15	368	90		2	Urq	"7ha,hiq"						useitem				relipts			-90	-90																					"7ha,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Small Crescent = Unique Small Crescent	1				100	15	368	90		2	Urq	"7ax,hiq"						useitem				relipts			-90	-90																					"7ax,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Ettin Axe = Unique Ettin Axe	1				100	15	368	90		2	Urq	"72a,hiq"						useitem				relipts			-90	-90																					"72a,uni"																																																										0
Unique Reliquary ( 90pts) + Superior War Spike = Unique War Spike	1				100	15	368	90		2	Urq	"7mp,hiq"						useitem				relipts			-90	-90																					"7mp,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Berserker Axe = Unique Berserker Axe	1				100	15	368	90		2	Urq	"7wa,hiq"						useitem				relipts			-90	-90																					"7wa,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Feral Axe = Unique Feral Axe	1				100	15	368	90		2	Urq	"7la,hiq"						useitem				relipts			-90	-90																					"7la,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Silver-edged Axe = Unique Silver-edged Axe	1				100	15	368	90		2	Urq	"7ba,hiq"						useitem				relipts			-90	-90																					"7ba,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Decapitator = Unique Decapitator	1				100	15	368	90		2	Urq	"7bt,hiq"						useitem				relipts			-90	-90																					"7bt,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Champion Axe = Unique Champion Axe	1				100	15	368	90		2	Urq	"7ga,hiq"						useitem				relipts			-90	-90																					"7ga,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Glorious Axe = Unique Glorious Axe	1				100	15	368	90		2	Urq	"7gi,hiq"						useitem				relipts			-90	-90																					"7gi,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Polished Wand = Unique Polished Wand	1				100	15	368	90		2	Urq	"7wn,hiq"						useitem				relipts			-90	-90																					"7wn,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Ghost Wand = Unique Ghost Wand	1				100	15	368	90		2	Urq	"7yw,hiq"						useitem				relipts			-90	-90																					"7yw,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Lich Wand = Unique Lich Wand	1				100	15	368	90		2	Urq	"7bw,hiq"						useitem				relipts			-90	-90																					"7bw,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Unearthed Wand = Unique Unearthed Wand	1				100	15	368	90		2	Urq	"7gw,hiq"						useitem				relipts			-90	-90																					"7gw,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Truncheon = Unique Truncheon	1				100	15	368	90		2	Urq	"7cl,hiq"						useitem				relipts			-90	-90																					"7cl,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Mighty Scepter = Unique Mighty Scepter	1				100	15	368	90		2	Urq	"7sc,hiq"						useitem				relipts			-90	-90																					"7sc,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Seraph Rod = Unique Seraph Rod	1				100	15	368	90		2	Urq	"7qs,hiq"						useitem				relipts			-90	-90																					"7qs,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Caduceus = Unique Caduceus	1				100	15	368	90		2	Urq	"7ws,hiq"						useitem				relipts			-90	-90																					"7ws,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Tyrant Club = Unique Tyrant Club	1				100	15	368	90		2	Urq	"7sp,hiq"						useitem				relipts			-90	-90																					"7sp,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Reinforced Mace = Unique Reinforced Mace	1				100	15	368	90		2	Urq	"7ma,hiq"						useitem				relipts			-90	-90																					"7ma,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Devil Star = Unique Devil Star	1				100	15	368	90		2	Urq	"7mt,hiq"						useitem				relipts			-90	-90																					"7mt,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Scourge = Unique Scourge	1				100	15	368	90		2	Urq	"7fl,hiq"						useitem				relipts			-90	-90																					"7fl,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Legendary Mallet = Unique Legendary Mallet	1				100	15	368	90		2	Urq	"7wh,hiq"						useitem				relipts			-90	-90																					"7wh,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Ogre Maul = Unique Ogre Maul	1				100	15	368	90		2	Urq	"7m7,hiq"						useitem				relipts			-90	-90																					"7m7,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Thunder Maul = Unique Thunder Maul	1				100	15	368	90		2	Urq	"7gm,hiq"						useitem				relipts			-90	-90																					"7gm,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Falcata = Unique Falcata	1				100	15	368	90		2	Urq	"7ss,hiq"						useitem				relipts			-90	-90																					"7ss,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Ataghan = Unique Ataghan	1				100	15	368	90		2	Urq	"7sm,hiq"						useitem				relipts			-90	-90																					"7sm,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Elegant Blade = Unique Elegant Blade	1				100	15	368	90		2	Urq	"7sb,hiq"						useitem				relipts			-90	-90																					"7sb,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Hydra Edge = Unique Hydra Edge	1				100	15	368	90		2	Urq	"7fc,hiq"						useitem				relipts			-90	-90																					"7fc,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Phase Blade = Unique Phase Blade	1				100	15	368	90		2	Urq	"7cr,hiq"						useitem				relipts			-90	-90																					"7cr,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Conquest Sword = Unique Conquest Sword	1				100	15	368	90		2	Urq	"7bs,hiq"						useitem				relipts			-90	-90																					"7bs,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Cryptic Sword = Unique Cryptic Sword	1				100	15	368	90		2	Urq	"7ls,hiq"						useitem				relipts			-90	-90																					"7ls,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Mythical Sword = Unique Mythical Sword	1				100	15	368	90		2	Urq	"7wd,hiq"						useitem				relipts			-90	-90																					"7wd,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Legend Sword = Unique Legend Sword	1				100	15	368	90		2	Urq	"72h,hiq"						useitem				relipts			-90	-90																					"72h,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Highland Blade = Unique Highland Blade	1				100	15	368	90		2	Urq	"7cm,hiq"						useitem				relipts			-90	-90																					"7cm,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Balrog Blade = Unique Balrog Blade	1				100	15	368	90		2	Urq	"7gs,hiq"						useitem				relipts			-90	-90																					"7gs,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Champion Sword = Unique Champion Sword	1				100	15	368	90		2	Urq	"7b7,hiq"						useitem				relipts			-90	-90																					"7b7,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Colossal Sword = Unique Colossal Sword	1				100	15	368	90		2	Urq	"7fb,hiq"						useitem				relipts			-90	-90																					"7fb,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Colossus Blade = Unique Colossus Blade	1				100	15	368	90		2	Urq	"7gd,hiq"						useitem				relipts			-90	-90																					"7gd,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Bone Knife = Unique Bone Knife	1				100	15	368	90		2	Urq	"7dg,hiq"						useitem				relipts			-90	-90																					"7dg,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Mithral Point = Unique Mithral Point	1				100	15	368	90		2	Urq	"7di,hiq"						useitem				relipts			-90	-90																					"7di,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Fanged Knife = Unique Fanged Knife	1				100	15	368	90		2	Urq	"7kr,hiq"						useitem				relipts			-90	-90																					"7kr,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Legend Spike = Unique Legend Spike	1				100	15	368	90		2	Urq	"7bl,hiq"						useitem				relipts			-90	-90																					"7bl,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Flying Knife = Unique Flying Knife	1				100	15	368	90		2	Urq	"7tk,hiq"						useitem				relipts			-90	-90																					"7tk,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Flying Axe = Unique Flying Axe	1				100	15	368	90		2	Urq	"7ta,hiq"						useitem				relipts			-90	-90																					"7ta,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Winged Knife = Unique Winged Knife	1				100	15	368	90		2	Urq	"7bk,hiq"						useitem				relipts			-90	-90																					"7bk,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Winged Axe = Unique Winged Axe	1				100	15	368	90		2	Urq	"7b8,hiq"						useitem				relipts			-90	-90																					"7b8,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Hyperion Javelin = Unique Hyperion Javelin	1				100	15	368	90		2	Urq	"7ja,hiq"						useitem				relipts			-90	-90																					"7ja,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Stygian Pilum = Unique Stygian Pilum	1				100	15	368	90		2	Urq	"7pi,hiq"						useitem				relipts			-90	-90																					"7pi,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Balrog Spear = Unique Balrog Spear	1				100	15	368	90		2	Urq	"7s7,hiq"						useitem				relipts			-90	-90																					"7s7,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Ghost Glaive = Unique Ghost Glaive	1				100	15	368	90		2	Urq	"7gl,hiq"						useitem				relipts			-90	-90																					"7gl,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Winged Harpoon = Unique Winged Harpoon	1				100	15	368	90		2	Urq	"7ts,hiq"						useitem				relipts			-90	-90																					"7ts,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Hyperion Spear = Unique Hyperion Spear	1				100	15	368	90		2	Urq	"7sr,hiq"						useitem				relipts			-90	-90																					"7sr,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Stygian Pike = Unique Stygian Pike	1				100	15	368	90		2	Urq	"7tr,hiq"						useitem				relipts			-90	-90																					"7tr,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Mancatcher = Unique Mancatcher	1				100	15	368	90		2	Urq	"7br,hiq"						useitem				relipts			-90	-90																					"7br,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Ghost Spear = Unique Ghost Spear	1				100	15	368	90		2	Urq	"7st,hiq"						useitem				relipts			-90	-90																					"7st,uni"																																																										0
Unique Reliquary ( 90pts) + Superior War Pike = Unique War Pike	1				100	15	368	90		2	Urq	"7p7,hiq"						useitem				relipts			-90	-90																					"7p7,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Ogre Axe = Unique Ogre Axe	1				100	15	368	90		2	Urq	"7o7,hiq"						useitem				relipts			-90	-90																					"7o7,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Colossus Voulge = Unique Colossus Voulge	1				100	15	368	90		2	Urq	"7vo,hiq"						useitem				relipts			-90	-90																					"7vo,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Thresher = Unique Thresher	1				100	15	368	90		2	Urq	"7s8,hiq"						useitem				relipts			-90	-90																					"7s8,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Cryptic Axe = Unique Cryptic Axe	1				100	15	368	90		2	Urq	"7pa,hiq"						useitem				relipts			-90	-90																					"7pa,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Great Poleaxe = Unique Great Poleaxe	1				100	15	368	90		2	Urq	"7h7,hiq"						useitem				relipts			-90	-90																					"7h7,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Giant Thresher = Unique Giant Thresher	1				100	15	368	90		2	Urq	"7wc,hiq"						useitem				relipts			-90	-90																					"7wc,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Walking Stick = Unique Walking Stick	1				100	15	368	90		2	Urq	"6ss,hiq"						useitem				relipts			-90	-90																					"6ss,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Stalagmite = Unique Stalagmite	1				100	15	368	90		2	Urq	"6ls,hiq"						useitem				relipts			-90	-90																					"6ls,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Elder Staff = Unique Elder Staff	1				100	15	368	90		2	Urq	"6cs,hiq"						useitem				relipts			-90	-90																					"6cs,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Shillelagh = Unique Shillelagh	1				100	15	368	90		2	Urq	"6bs,hiq"						useitem				relipts			-90	-90																					"6bs,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Archon Staff = Unique Archon Staff	1				100	15	368	90		2	Urq	"6ws,hiq"						useitem				relipts			-90	-90																					"6ws,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Spider Bow = Unique Spider Bow	1				100	15	368	90		2	Urq	"6sb,hiq"						useitem				relipts			-90	-90																					"6sb,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Blade Bow = Unique Blade Bow	1				100	15	368	90		2	Urq	"6hb,hiq"						useitem				relipts			-90	-90																					"6hb,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Shadow Bow = Unique Shadow Bow	1				100	15	368	90		2	Urq	"6lb,hiq"						useitem				relipts			-90	-90																					"6lb,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Great Bow = Unique Great Bow	1				100	15	368	90		2	Urq	"6cb,hiq"						useitem				relipts			-90	-90																					"6cb,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Diamond Bow = Unique Diamond Bow	1				100	15	368	90		2	Urq	"6s7,hiq"						useitem				relipts			-90	-90																					"6s7,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Crusader Bow = Unique Crusader Bow	1				100	15	368	90		2	Urq	"6l7,hiq"						useitem				relipts			-90	-90																					"6l7,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Ward Bow = Unique Ward Bow	1				100	15	368	90		2	Urq	"6sw,hiq"						useitem				relipts			-90	-90																					"6sw,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Hydra Bow = Unique Hydra Bow	1				100	15	368	90		2	Urq	"6lw,hiq"						useitem				relipts			-90	-90																					"6lw,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Pellet Bow = Unique Pellet Bow	1				100	15	368	90		2	Urq	"6lx,hiq"						useitem				relipts			-90	-90																					"6lx,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Gorgon Crossbow = Unique Gorgon Crossbow	1				100	15	368	90		2	Urq	"6mx,hiq"						useitem				relipts			-90	-90																					"6mx,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Colossus Crossbow = Unique Colossus Crossbow	1				100	15	368	90		2	Urq	"6hx,hiq"						useitem				relipts			-90	-90																					"6hx,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Demon Crossbow = Unique Demon Crossbow	1				100	15	368	90		2	Urq	"6rx,hiq"						useitem				relipts			-90	-90																					"6rx,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Eagle Orb = Unique Eagle Orb	1				100	15	368	30		2	Urq	"ob1,hiq"						useitem				relipts			-90	-90																					"ob1,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Sacred Globe = Unique Sacred Globe	1				100	15	368	30		2	Urq	"ob2,hiq"						useitem				relipts			-30	-30																					"ob2,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Smoked Sphere = Unique Smoked Sphere	1				100	15	368	30		2	Urq	"ob3,hiq"						useitem				relipts			-30	-30																					"ob3,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Clasped Orb = Unique Clasped Orb	1				100	15	368	30		2	Urq	"ob4,hiq"						useitem				relipts			-30	-30																					"ob4,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Jared's Stone = Unique Jared's Stone	1				100	15	368	30		2	Urq	"ob5,hiq"						useitem				relipts			-30	-30																					"ob5,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Stag Bow = Unique Stag Bow	1				100	15	368	30		2	Urq	"am1,hiq"						useitem				relipts			-30	-30																					"am1,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Reflex Bow = Unique Reflex Bow	1				100	15	368	30		2	Urq	"am2,hiq"						useitem				relipts			-30	-30																					"am2,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Maiden Spear = Unique Maiden Spear	1				100	15	368	30		2	Urq	"am3,hiq"						useitem				relipts			-30	-30																					"am3,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Maiden Pike = Unique Maiden Pike	1				100	15	368	30		2	Urq	"am4,hiq"						useitem				relipts			-30	-30																					"am4,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Maiden Javelin = Unique Maiden Javelin	1				100	15	368	30		2	Urq	"am5,hiq"						useitem				relipts			-30	-30																					"am5,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Glowing Orb = Unique Glowing Orb	1				100	15	368	60		2	Urq	"ob6,hiq"						useitem				relipts			-30	-30																					"ob6,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Crystalline Globe = Unique Crystalline Globe	1				100	15	368	60		2	Urq	"ob7,hiq"						useitem				relipts			-60	-60																					"ob7,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Cloudy Sphere = Unique Cloudy Sphere	1				100	15	368	60		2	Urq	"ob8,hiq"						useitem				relipts			-60	-60																					"ob8,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Sparkling Ball = Unique Sparkling Ball	1				100	15	368	60		2	Urq	"ob9,hiq"						useitem				relipts			-60	-60																					"ob9,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Swirling Crystal = Unique Swirling Crystal	1				100	15	368	60		2	Urq	"oba,hiq"						useitem				relipts			-60	-60																					"oba,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Ashwood Bow = Unique Ashwood Bow	1				100	15	368	60		2	Urq	"am6,hiq"						useitem				relipts			-60	-60																					"am6,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Ceremonial Bow = Unique Ceremonial Bow	1				100	15	368	60		2	Urq	"am7,hiq"						useitem				relipts			-60	-60																					"am7,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Ceremonial Spear = Unique Ceremonial Spear	1				100	15	368	60		2	Urq	"am8,hiq"						useitem				relipts			-60	-60																					"am8,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Ceremonial Pike = Unique Ceremonial Pike	1				100	15	368	60		2	Urq	"am9,hiq"						useitem				relipts			-60	-60																					"am9,uni"																																																										0
Unique Reliquary ( 60pts) + Superior Ceremonial Javelin = Unique Ceremonial Javelin	1				100	15	368	60		2	Urq	"ama,hiq"						useitem				relipts			-60	-60																					"ama,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Heavenly Stone = Unique Heavenly Stone	1				100	15	368	90		2	Urq	"obb,hiq"						useitem				relipts			-60	-60																					"obb,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Eldritch Orb = Unique Eldritch Orb	1				100	15	368	90		2	Urq	"obc,hiq"						useitem				relipts			-90	-90																					"obc,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Demon Heart = Unique Demon Heart	1				100	15	368	90		2	Urq	"obd,hiq"						useitem				relipts			-90	-90																					"obd,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Vortex Orb = Unique Vortex Orb	1				100	15	368	90		2	Urq	"obe,hiq"						useitem				relipts			-90	-90																					"obe,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Dimensional Shard = Unique Dimensional Shard	1				100	15	368	90		2	Urq	"obf,hiq"						useitem				relipts			-90	-90																					"obf,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Matriarchal Bow = Unique Matriarchal Bow	1				100	15	368	90		2	Urq	"amb,hiq"						useitem				relipts			-90	-90																					"amb,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Grand Matron Bow = Unique Grand Matron Bow	1				100	15	368	90		2	Urq	"amc,hiq"						useitem				relipts			-90	-90																					"amc,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Matriarchal Spear = Unique Matriarchal Spear	1				100	15	368	90		2	Urq	"amd,hiq"						useitem				relipts			-90	-90																					"amd,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Matriarchal Pike = Unique Matriarchal Pike	1				100	15	368	90		2	Urq	"ame,hiq"						useitem				relipts			-90	-90																					"ame,uni"																																																										0
Unique Reliquary ( 90pts) + Superior Matriarchal Javelin = Unique Matriarchal Javelin	1				100	15	368	90		2	Urq	"amf,hiq"						useitem				relipts			-90	-90																					"amf,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Cap = Unique Cap	1				100	15	368	30		2	Urq	"cap,hiq"						useitem				relipts			-90	-90																					"cap,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Skull Cap = Unique Skull Cap	1				100	15	368	30		2	Urq	"skp,hiq"						useitem				relipts			-30	-30																					"skp,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Helm = Unique Helm	1				100	15	368	30		2	Urq	"hlm,hiq"						useitem				relipts			-30	-30																					"hlm,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Full Helm = Unique Full Helm	1				100	15	368	30		2	Urq	"fhl,hiq"						useitem				relipts			-30	-30																					"fhl,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Great Helm = Unique Great Helm	1				100	15	368	30		2	Urq	"ghm,hiq"						useitem				relipts			-30	-30																					"ghm,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Crown = Unique Crown	1				100	15	368	30		2	Urq	"crn,hiq"						useitem				relipts			-30	-30																					"crn,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Mask = Unique Mask	1				100	15	368	30		2	Urq	"msk,hiq"						useitem				relipts			-30	-30																					"msk,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Quilted Armor = Unique Quilted Armor	1				100	15	368	30		2	Urq	"qui,hiq"						useitem				relipts			-30	-30																					"qui,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Leather Armor = Unique Leather Armor	1				100	15	368	30		2	Urq	"lea,hiq"						useitem				relipts			-30	-30																					"lea,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Hard Leather Armor = Unique Hard Leather Armor	1				100	15	368	30		2	Urq	"hla,hiq"						useitem				relipts			-30	-30																					"hla,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Studded Leather  = Unique Studded Leather 	1				100	15	368	30		2	Urq	"stu,hiq"						useitem				relipts			-30	-30																					"stu,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Ring Mail = Unique Ring Mail	1				100	15	368	30		2	Urq	"rng,hiq"						useitem				relipts			-30	-30																					"rng,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Scale Mail = Unique Scale Mail	1				100	15	368	30		2	Urq	"scl,hiq"						useitem				relipts			-30	-30																					"scl,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Chain Mail = Unique Chain Mail	1				100	15	368	30		2	Urq	"chn,hiq"						useitem				relipts			-30	-30																					"chn,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Breast Plate = Unique Breast Plate	1				100	15	368	30		2	Urq	"brs,hiq"						useitem				relipts			-30	-30																					"brs,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Splint Mail = Unique Splint Mail	1				100	15	368	30		2	Urq	"spl,hiq"						useitem				relipts			-30	-30																					"spl,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Plate Mail = Unique Plate Mail	1				100	15	368	30		2	Urq	"plt,hiq"						useitem				relipts			-30	-30																					"plt,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Field Plate = Unique Field Plate	1				100	15	368	30		2	Urq	"fld,hiq"						useitem				relipts			-30	-30																					"fld,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Gothic Plate = Unique Gothic Plate	1				100	15	368	30		2	Urq	"gth,hiq"						useitem				relipts			-30	-30																					"gth,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Full Plate Mail = Unique Full Plate Mail	1				100	15	368	30		2	Urq	"ful,hiq"						useitem				relipts			-30	-30																					"ful,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Ancient Armor = Unique Ancient Armor	1				100	15	368	30		2	Urq	"aar,hiq"						useitem				relipts			-30	-30																					"aar,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Light Plate = Unique Light Plate	1				100	15	368	30		2	Urq	"ltp,hiq"						useitem				relipts			-30	-30																					"ltp,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Buckler = Unique Buckler	1				100	15	368	30		2	Urq	"buc,hiq"						useitem				relipts			-30	-30																					"buc,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Small Shield = Unique Small Shield	1				100	15	368	30		2	Urq	"sml,hiq"						useitem				relipts			-30	-30																					"sml,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Large Shield = Unique Large Shield	1				100	15	368	30		2	Urq	"lrg,hiq"						useitem				relipts			-30	-30																					"lrg,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Kite Shield = Unique Kite Shield	1				100	15	368	30		2	Urq	"kit,hiq"						useitem				relipts			-30	-30																					"kit,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Tower Shield = Unique Tower Shield	1				100	15	368	30		2	Urq	"tow,hiq"						useitem				relipts			-30	-30																					"tow,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Gothic Shield = Unique Gothic Shield	1				100	15	368	30		2	Urq	"gts,hiq"						useitem				relipts			-30	-30																					"gts,uni"																																																										0
Unique Reliquary ( 30pts) + Superior Leather Gloves = Unique Leather Gloves	1				100	15	368	30		2	Urq	"lgl,hiq"						useitem				relipts			-30	-30																					"lgl,uni"																																																										0
