name	code	type	type2	alternategfx	namestr	version	compactsave	rarity	spawnable	DropConditionCalc	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	UICatOverride	diablocloneweight
Khalim's Flail	qf1	mace		fla	qf1	0					0	xxx			1	15								-10	100		21	18	30		0	0	0	1412	0			fla			1hs	1hs	5	1hsl	2	3					flpfla	invqf1			1	3	0		0	item_sword	12	item_sword	1	0	5	0	0	0	17	1	0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	0	0		
Khalim's Will	qf2	mace		fla	qf2	0					0	xxx			1	15								-10	100				30		0	0	0	1412	0			fla			1hs	1hs	5	1hsl	2	3					flpfla	invqf2			1	3	0		0	item_sword	12	item_sword	1	0	5	0	0	0	17	1	0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	0	0		
Expansion																																																																																																																																																																									
Katar	ktr	h2h		ktr	ktr	100		2	1		0	xxx			4	7							1	-10	75	75	20	20	48		1	1	0	72	3072			ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	1	2		1	1	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	wrb	btl	1	0		
Wrist Blade	wrb	h2h		ktr	wrb	100		2	1		0	xxx			5	9							1		75	75	33	33	52		9	1	0	220	8980			wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	1	1		1	1			1	1	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	axf	skr	1	0		
Hatchet Hands	axf	h2h		axf	axf	100		2	1		0	xxx			2	15							1	10	75	75	37	37	56		12	1	0	466	14092			axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255	1	1	1	1	20					255					255		1	1	1	20					255					255	1	1			255					255					255					255					255					255					255					255	1	2	0	ces	clw	1	0		
Cestus	ces	h2h		axf	ces	100		2	1		0	xxx			7	15							1		75	75	42	42	72		15	1	0	514	17710			ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255	1	1	1	1	20					255					255					255					255					255	1	1		1	20					255					255					255					255					255					255					255	1	2	0	clw	btl	1	0		
Claws	clw	h2h		clw	clw	100		2	1		0	xxx			8	15							1	-10	75	75	46	46	64		18	1	0	683	23794			clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255	1	1	1	1	20					255					255					255		1	1	1	20					255					255					255					255					255					255	1	2	0	btl	xxx	1	0		
Blade Talons	btl	h2h		clw	btl	100		2	1		0	xxx			10	14							1	-20	75	75	50	50	69		21	1	0	847	30787			btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255	1	1			255					255					255					255	1	1		1	20					255					255		1			255					255	1	1	1	1	20					255	1	2	0	xxx	xxx	1	0		
Scissors Katar	skr	h2h		skr	skr	100		2	1		0	xxx			9	17							1	-10	75	75	55	55	68		24	1	0	1029	39196			skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255	1	1		1	20	1	1	1	1	20	1	1	1	1	20			1	1	20					255	1	2	0	xxx	xxx	1	0		
Quhab	9ar	h2h		ktr	9ar	100		2	1		0	xxx			11	24							1		75	75	57	57	48		28	1	20	2334	81852			ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Wrist Spike	9wb	h2h		ktr	9wb	100		2	1		0	xxx			13	27							1	-10	75	75	66	66	56		32	1	20	4203	152996			wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Fascia	9xf	h2h		axf	9xf	100		2	1		0	xxx			8	37							1	10	75	75	69	69	64		36	1	20	4203	171808			axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Hand Scythe	9cs	h2h2		axf	9cs	100		2	1		0	xxx			16	37							1	-10	75	75	73	73	72		41	1	20	2964	144524			ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Greater Claws	9lw	h2h2		clw	9lw	100		2	1		0	xxx			18	37							1	-20	75	75	76	76	52		45	1	20	5061	252745			clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Greater Talons	9tw	h2h2		clw	9tw	100		2	1		0	xxx			21	35							1	-30	75	75	79	79	69		50	1	20	9291	492050			btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Scissors Quhab	9qr	h2h2		skr	9qr	100		2	1		0	xxx			19	40							1		75	75	82	82	68		54	1	20	14223	797542			skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Suwayyah	7ar	h2h2		ktr	7ar	100		2	1		0	xxx			39	52							1		75	75	99	99	48		59	1	50	16205	988095			ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Wrist Sword	7wb	h2h2		ktr	7wb	100		2	1		0	xxx			34	45							1	-10	75	75	105	105	56		62	1	50	16996	1087252			wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
War Fist	7xf	h2h2		axf	7xf	100		2	1		0	xxx			44	53							1	10	75	75	108	108	64		68	1	50	15784	1109812			axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Battle Cestus	7cs	h2h2		axf	7cs	100		2	1		0	xxx			36	42							1	-10	75	75	110	110	72		73	1	50	15537	1173201			ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Feral Claws	7lw	h2h2		clw	7lw	100		2	1		0	xxx			22	53							1	-20	75	75	113	113	52		78	1	50	16035	1292230			clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Runic Talons	7tw	h2h2		clw	7tw	100		2	1		0	xxx			24	44							1	-30	75	75	115	115	69		81	1	50	17396	1452076			btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Scissors Suwayyah	7qr	h2h2		skr	7qr	100		2	1		0	xxx			40	51							1		75	75	118	118	68		85	1	50	18002	1575170			skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Tomahawk	7ha	axe		hax	7ha	100		3	1		0	xxx			33	58									100		125	67	28		54	1	50	14033	787282			hax	9ha	7ha	1hs	1hs	5	1hsl	1	3					flphax	invhax	invhaxu	invhaxu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0		
Small Crescent	7ax	axe		axe	7ax	100		4	1		0	xxx			38	60							1	10	100		115	83	24		61	1	50	15781	995641			axe	9ax	7ax	1hs	1hs	5	1hsl	2	3					flpaxe	invaxe	invaxeu	invaxeu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0		
Ettin Axe	72a	axe		axe	72a	100		4	1		0	xxx			33	66							1	10	100		145	45	24		70	1	50	13496	982220			2ax	92a	72a	1hs	1hs	5	1hsl	2	3					flp2ax	inv2ax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0		
War Spike	7mp	axe		axe	7mp	100		4	1		0	xxx			30	48							1	-10	100		133	54	26		79	1	50	16108	1314532			mpi	9mp	7mp	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi	invmpiu	invmpiu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Berserker Axe	7wa	axe		hax	7wa	100		4	1		0	xxx			24	71							2		100		138	59	26		85	1	50	15957	1401345			wax	9wa	7wa	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Feral Axe	7la	axe		lax	7la	100		4	1		0	xxx						1	25	123			2	-15	100		196		30		57	1	50	17430	1024510			lax	9la	7la	stf	stf	5	2hsl	2	3					flplax	invlax			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Silver-edged Axe	7ba	axe		lax	7ba	100		4	1		0	xxx						1	62	110			2		100		166	65	35		65	1	50	18956	1267140			bax	9ba	7ba	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Decapitator	7bt	axe		btx	7bt	100		4	1		0	xxx						1	49	137			2	10	100		189	33	40		73	1	50	16377	1234521			btx	9bt	7bt	stf	stf	5	2hsl	2	3					flpbtx	invbtx	invbtxu	invbtxu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0		
Champion Axe	7ga	axe		btx	7ga	100		4	1		0	xxx						1	59	94			2	-10	100		167	59	50		82	1	50	19245	1621590			gax	9ga	7ga	stf	stf	5	2hsl	2	4					flpgax	invgax	invgaxu	invgaxu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Glorious Axe	7gi	axe		gix	7gi	100		4	1		0	xxx						1	60	124			3	10	100		164	55	50		85	1	50	18431	1611635			gix	9gi	7gi	stf	stf	5	2hsl	2	3					flpgix	invgix			1	3	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Polished Wand	7wn	wand		wnd	7wn	100		1	1		0	xxx			18	33									100		25		22		55	1	50	9412	547660			wnd	9wn	7wn	1hs	1hs	5	1hss	1	3					flpwnd	invwnd			1	3	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Ghost Wand	7yw	wand		ywn	7yw	100		1	1		0	xxx			20	40								10	100		25		14		65	1	50	8786	606090			ywn	9yw	7yw	1hs	1hs	5	1hss	1	3					flpywn	invywn			1	3	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Lich Wand	7bw	wand		bwn	7bw	100		1	1		0	xxx			10	31								-20	100		25		17		75	1	50	9208	730600			bwn	9bw	7bw	1hs	1hs	5	1hss	1	3					flpbwn	invbwn	invbwnu	invbwnu	1	3	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Unearthed Wand	7gw	wand		bwn	7gw	100		1	1		0	xxx			22	28									100		25		18		86	1	50	7687	706582			gwn	9gw	7gw	1hs	1hs	5	1hss	1	3					flpgwn	invgwn			1	3	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Truncheon	7cl	club		clb	7cl	100		1	1		0	xxx			35	43								-10	100		88	43	55		52	1	50	1488	105876			clb	9cl	7cl	1hs	1hs	5	club	1	3					flpclb	invclb	invclbu	invclbu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0		
Mighty Scepter	7sc	scep		mac	7sc	100		2	1		0	xxx			40	52									100		125	65	50		62	1	50	20199	1285838			scp	9sc	7sc	1hs	1hs	5	club	1	3					flpscp	invscp			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Seraph Rod	7qs	scep		mac	7qs	100		4	1		0	xxx			45	54							1	10	100		108	69	60		76	1	50	23501	1826576			gsc	9qs	7qs	1hs	1hs	5	club	1	3					flpgsc	invgsc			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Caduceus	7ws	scep		whm	7ws	100		4	1		0	xxx			37	43							1	-10	100		97	70	70		85	1	50	22870	1988950			wsp	9ws	7ws	1hs	1hs	5	club	2	3					flpwsp	invwsp			1	6	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Tyrant Club	7sp	club		clb	7sp	100		3	1		0	xxx			32	58							1		100		133		65		57	1	50	6793	418201			spc	9sp	7sp	1hs	1hs	5	1hsl	1	3					flpspc	invspc	invspcu	invspcu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Reinforced Mace	7ma	mace		mac	7ma	100		4	1		0	xxx			41	49									100		145	46	60		63	1	50	14765	964195			mac	9ma	7ma	1hs	1hs	5	1hsl	1	3					flpmac	invmac		inv7mas	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Devil Star	7mt	mace		mac	7mt	100		4	1		0	xxx			43	53							1	10	100		153	44	72		70	1	50	15674	1134680			mst	9mt	7mt	1hs	1hs	5	1hsl	1	3					flpmst	invmst	invmstu	invmstu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Scourge	7fl	mace		fla	7fl	100		4	1		0	xxx			3	80							2	-10	100		125	77	65		76	1	50	19532	1524932			fla	9fl	7fl	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Legendary Mallet	7wh	hamm		whm	7wh	100		4	1		0	xxx			50	61							1	20	110		189		65		82	1	50	14388	1223316			whm	9wh	7wh	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			178	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Ogre Maul	7m7	hamm		mau	7m7	100		4	1		0	xxx						1	77	106			1	10	110		225		60		69	1	50	12156	875764			mau	9m9	7m7	stf	stf	5	2hsl	2	4					flpmau	invmau			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Thunder Maul	7gm	hamm		mau	7gm	100		3	1		0	xxx						1	33	180			2	20	110		253		60		85	1	50	17821	1559785			gma	9gm	7gm	stf	stf	5	2hsl	2	3					flpgma	invgma			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		
Falcata	7ss	swor		ssd	7ss	100		3	1		0	xxx			31	59									100		150	88	24		56	1	50	15680	908580			ssd	9ss	7ss	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Ataghan	7sm	swor		scm	7sm	100		3	1		0	xxx			26	46								-20	100		138	95	22		61	1	50	16103	1015283			scm	9sm	7sm	1hs	1hs	5	1hsl	1	3					flpscm	invscm	invscmu	invscmu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Elegant Blade	7sb	swor		scm	7sb	100		3	1		0	xxx			33	45								-10	100		109	90	32		63	1	50	22785	1469455			sbr	9sb	7sb	1hs	1hs	5	1hsl	1	3					flpsbr	invsbr	invsbru	invsbru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Hydra Edge	7fc	swor		flc	7fc	100		4	1		0	xxx			28	68								10	100		142	105	32		69	1	50	18479	1312051			flc	9fc	7fc	1hs	1hs	5	1hsl	1	3					flpflc	invflc			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Phase Blade	7cr	swor		crs	7cr	100		2	1		0	xxx			31	35							1	-30	100		60	110	0	1	73	1	50	25680	1913640			crs	9cr	7cr	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs	invcrsu	invcrsu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1	0		
Conquest Sword	7bs	swor		bsd	7bs	100		4	1		0	xxx			37	53									100		142	105	32		78	1	50	19044	1526932			bsd	9bs	7bs	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Cryptic Sword	7ls	swor		lsd	7ls	100		4	1		0	xxx			5	77							1	-10	100		99	109	44		82	1	50	14306	1216592			lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3					flplsd	invlsd	invlsdu	invlsdu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Mythical Sword	7wd	swor		flc	7wd	100		4	1		0	xxx			40	50							1		100		147	95	44		85	1	50	20187	1760895			wsd	9wd	7wd	1hs	1hs	5	1hsl	1	3					flpwsd	invwsd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Legend Sword	72h	swor		clm	72h	100		4	1		0	xxx			22	56	1	1	50	94			2	-15	100		175	100	44		59	1	50	23789	1435551			2hs	92h	72h	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs	inv2hsu	inv2hsu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Highland Blade	7cm	swor		clm	7cm	100		4	1		0	xxx			22	62	1	1	67	96			2	-5	100		171	104	50		66	1	50	14391	985306			clm	9cm	7cm	1hs	2hs	5	2hss	1	4					flpclm	invclm			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Balrog Blade	7gs	swor		gsd	7gs	100		4	1		0	xxx			15	75	1	1	55	118			2		100		185	87	50		71	1	50	16331	1197501			gis	9gs	7gs	1hs	2hs	5	2hss	1	4					flpgis	invgis	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Champion Sword	7b7	swor		clm	7b7	100		4	1		0	xxx			24	54	1	1	71	83			2	-10	100		163	103	40		77	1	50	19939	1576303			bsw	9b9	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Colossal Sword	7fb	swor		clm	7fb	100		4	1		0	xxx			26	70	1	1	61	121			2	10	100		182	95	50		80	1	50	24800	2026500			flb	9fb	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
Colossus Blade	7gd	swor		gsd	7gd	100		4	1		0	xxx			25	65	1	1	58	115			2	5	100		189	110	50		85	1	50	22259	1937015			gsd	9gd	7gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
