name	code	version	compactsave	rarity	spawnable	DropConditionCalc	minac	maxac	speed	reqstr	reqdex	block	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	namestr	magic lvl	auto prefix	alternategfx	normcode	ubercode	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	stackable	minstack	maxstack	spawnstack	Transmogrify	TMogType	TMogMin	TMogMax	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	UICatOverride	diablocloneweight
Earth Spirit	drd	100	0	1	1		107	152	0	104	0	0	20	0	76	1	50	79730	413916	drd			dr3	dr3	dr8	drd	0	2	2	1	3	1	flpdr3	invdr3									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Sky Spirit	dre	100	0	1	1		103	155	0	113	0	0	20	0	83	1	50	86575	413917	dre			dr4	dr4	dr9	dre	0	2	2	1	3	1	flpdr4	invdr4									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Dream Spirit	drf	100	0	1	1		109	159	0	118	0	0	20	0	85	1	50	92143	413918	drf			dr1	dr5	dra	drf	0	2	2	1	3	1	flpdr1	invdr5									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Carnage Helm	bab	100	0	2	1		102	147	0	106	0	0	25	0	60	1	50	60650	413918	bab			ba1	ba1	ba6	bab	0	2	2	1	3	1	flpba1	invba1									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0		
Fury Visor	bac	100	0	2	1		105	150	0	129	0	0	35	0	66	1	50	68211	413919	bac			ba1	ba2	ba7	bac	0	2	2	1	3	1	flpba1	invba2									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0		
Destroyer Helm	bad	100	0	2	1		111	156	0	151	0	0	45	0	73	1	50	78881	413920	bad			ba3	ba3	ba8	bad	0	2	2	1	3	1	flpba3	invba3									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0		
Conqueror Crown	bae	100	0	2	1		114	159	0	174	0	0	50	0	80	1	50	88278	413921	bae			ba5	ba4	ba9	bae	0	2	2	1	3	1	flpba5	invba4									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0		
Guardian Crown	baf	100	0	2	1		117	168	0	196	0	0	55	0	85	1	50	97844	413922	baf			ba5	ba5	baa	baf	0	2	2	1	3	1	flpba5	invba5									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0		
Sacred Targe	pab	100	0	2	1		126	158	0	86	0	30	45	0	63	1	50	72618	82065	pab		304	pa1	pa1	pa6	pab	7	2	2	1	4	2	flppa1	invpa1									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	1	0			0	1	0	22	70	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0		
Sacred Rondache	pac	100	0	2	1		138	164	0	109	0	28	68	0	70	1	50	85659	82066	pac		304	pa1	pa2	pa7	pac	7	2	2	1	4	2	flppa1	invpa2									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	2	0			0	1	0	35	58	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0		
Ancient Shield	pad	100	0	2	1		154	172	0	124	0	25	55	0	74	1	50	97676	82067	pad		304	pa3	pa3	pa8	pad	7	2	4	1	4	2	flppa3	invpa3									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	3	0			0	1	0	10	82	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0		
Zakarum Shield	pae	100	0	2	1		169	193	0	142	0	22	65	0	82	1	50	120042	82068	pae		304	pa3	pa4	pa9	pae	7	2	4	1	4	2	flppa3	invpa4									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	4	0			0	1	0	46	46	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0		
Vortex Shield	paf	100	0	2	1		182	225	0	148	0	19	90	0	85	1	50	139860	82069	paf		304	pa5	pa5	paa	paf	7	2	2	1	4	2	flppa5	invpa5									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	5	0			0	1	0	5	87	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0		
Minion Skull	neb	100	0	1	1		95	139	0	77	0	3	20	0	59	1	50	56131	82069	neb		305	ne1	ne1	ne6	neb	10	2	2	1	2	2	flpne1	invne1									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Hellspawn Skull	neg	100	0	1	1		96	141	0	82	0	5	20	0	67	1	50	64437	82070	neg		305	ne2	ne2	ne7	neg	10	2	2	1	2	2	flpne2	invne2									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Overseer Skull	ned	100	0	1	1		98	142	0	91	0	8	20	0	66	1	50	64122	82071	ned		305	ne3	ne3	ne8	ned	10	2	2	1	2	2	flpne3	invne3									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Succubus Skull	nee	100	0	1	1		100	146	0	95	0	10	20	0	81	1	50	80462	82072	nee		305	ne3	ne4	ne9	nee	10	2	2	1	2	2	flpne3	invne4									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Bloodlord Skull	nef	100	0	1	1		103	148	0	106	0	12	20	0	85	1	50	86238	82073	nef		305	ne2	ne5	nea	nef	10	2	2	1	2	2	flpne2	invne5									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Old Book	wa1	100	0	1	1		2	5	0	12	0	3	20	0	4	1	0	128	4628	wa1		306	wa1	wa1	wa6	wab	10	2	2	1	2	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	1	0	0	xxx	xxx	1	0		
Tome	wa2	100	0	1	1		4	8	0	14	0	5	20	0	8	1	0	418	7336	wa2		306	wa2	wa2	wa7	wac	10	2	2	1	2	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	1	0	0	xxx	xxx	1	0		
Codex	wa3	100	0	1	1		6	10	0	18	0	8	20	0	16	1	0	1070	14780	wa3		306	wa3	wa3	wa8	wad	10	2	2	1	2	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	1	0	0	xxx	xxx	1	0		
Compendium	wa4	100	0	1	1		10	16	0	20	0	10	20	0	20	1	0	2164	23320	wa4		306	wa3	wa4	wa9	wae	10	2	2	1	2	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	1	0	0	xxx	xxx	1	0		
Grimoire 	wa5	100	0	1	1		15	20	0	25	0	12	20	0	24	1	0	3475	35350	wa5		306	wa2	wa5	waa	waf	10	2	2	1	2	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Burnt Text	wa6	100	0	1	1		38	48	0	38	0	3	20	0	33	1	20	11590	82069	wa6		306	wa1	wa1	wa6	wab	10	2	2	1	2	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	1	0	0	xxx	xxx	1	0		
Dark Tome	wa7	100	0	1	1		41	52	0	41	0	5	20	0	39	1	20	14839	82070	wa7		306	wa2	wa2	wa7	wac	10	2	2	1	2	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	1	0	0	xxx	xxx	1	0		
Dark Codex	wa8	100	0	1	1		44	55	0	47	0	8	20	0	45	1	20	18169	82071	wa8		306	wa3	wa3	wa8	wad	10	2	2	1	2	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Possessed Compendium	wa9	100	0	1	1		50	64	0	50	0	10	20	0	49	1	20	22750	82072	wa9		306	wa3	wa4	wa9	wae	10	2	2	1	2	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Possessed Grimoire 	waa	100	0	1	1		58	70	0	58	0	12	20	0	54	1	20	27993	82073	waa		306	wa2	wa5	waa	waf	10	2	2	1	2	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Forgotten Volume	wab	100	0	1	1		95	139	0	77	0	3	20	0	59	1	50	56131	82069	wab		306	wa1	wa1	wa6	wab	10	2	2	1	2	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Occult Tome	wac	100	0	1	1		96	141	0	82	0	5	20	0	67	1	50	64437	82070	wac		306	wa2	wa2	wa7	wac	10	2	2	1	2	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1	0		
Occult Codex	wad	100	0	1	1		98	142	0	91	0	8	20	0	66	1	50	64122	82071	wad		306	wa3	wa3	wa8	wad	10	2	2	1	2	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0		
Blasphemous Compendium	wae	100	0	1	1		100	146	0	95	0	10	20	0	81	1	50	80462	82072	wae		306	wa3	wa4	wa9	wae	10	2	2	1	2	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1	0		
Blasphemous Grimoire 	waf	100	0	1	1		103	148	0	106	0	12	20	0	85	1	50	86238	82073	waf		306	wa2	wa5	waa	waf	10	2	2	1	2	2	flpbbb	invbbb									0					0	xxx			grim		item_book	12	item_book	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1	0		
